"property_id","property_name","property_address","property_street","property_city","property_state","property_zip","property_website","property_owner","property_management","property_asset_grade_market","property_asset_grade_submarket","year_built","total_units","total_square_feet","status","msa","submarket_name","survey_date","last_sale_date","last_sale_price","parcel_number","levels"
"2612","Casa Verde I","5454 W Indian School Rd, Phoenix, AZ 85031","5454 Indian School","Phoenix","AZ","85031",NULL,"Safco Capital Corporation","Safco Capital Corporation","D","C-","1983",268,178488,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Far West Phoenix","8/4/2020","2003-02-28",NULL,"144-44-001-K",2
"2613","Central Park Condominiums","2210 Westview Blvd, Conroe, TX 77304","2210 Westview","Conroe","TX","77304","https://www.thecentralparkcondominiums.com/","The Milestone Group","Centra Partners","C","C-","1985",93,99045,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Conroe/Montgomery County","8/6/2020","2003-04-07",NULL,"3379-00-00100",2
"2614","Regency Park","11300 Regency Green Dr, Cypress, TX 77429","11300 Regency Green","Cypress","TX","77429","https://www.liveatregencypark.com/","Western Wealth Capital","CAF Management","","","1990",348,319116,"Rehab","Houston-The Woodlands-Sugar Land, TX","Cypress/Waller","8/3/2020",NULL,NULL,"115-394-000-0001",2
"2615","Abbey at Montgomery Park","2201 Montgomery Park Blvd, Conroe, TX 77304","2201 Montgomery Park","Conroe","TX","77304","http://www.abbeymontgomerypark.com/","Abbey Residential","Abbey Residential","B-","C+","1984",162,134784,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Conroe/Montgomery County","8/6/2020","2002-03-01",NULL,"2160-02-11300",3
"2616","Cimarron Parkway","22022 Cimarron Pkwy, Katy, TX 77450","22022 Cimarron","Katy","TX","77450","https://www.cimarronparkwayapts.com/","Starwood Capital Group","Highmark Residential","B-","C-","1983",272,238272,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Katy","8/5/2020",NULL,NULL,"043-136-000-0012",3
"2617","Cinnamon Park","2612 Cinnamon Park Cir, Arlington, TX 76016","2612 Cinnamon Park","Arlington","TX","76016","https://www.cinnamonpark.com/","Starwood Capital Group","Highmark Residential","A","A+","1985",272,213248,"Stabilized","Fort Worth-Arlington, TX","Central Arlington","8/3/2020","2017-04-28",NULL,"02930536",2
"2618","Cascades at Southern Hills","1818 E 71st St, Tulsa, OK 74136","1818 71st","Tulsa","OK","74136","https://www.northstar-ok.com/cascades-at-southern-hills#","NORTHSTAR PROPERTIES","NORTHSTAR PROPERTIES","C+","C+","1978",424,288744,"Stabilized","Tulsa, OK","Central Tulsa","8/5/2020","2013-12-31",NULL,"71125-83-07-12000",2
"2619","Crossroads at Arlington","903 W Road to Six Flags St, Arlington, TX 76012","903 Road to Six Flags","Arlington","TX","76012","https://www.crossroadsatarlington.com/","McDowell Properties","CAF Management","B+","B+","1984",216,178848,"Stabilized","Fort Worth-Arlington, TX","North Arlington","8/5/2020",NULL,NULL,"",2
"262","Renaissance at Carol Stream","201 Flame Dr, Carol Stream, IL 60188","201 Flame","Carol","IL","60188","https://www.renaissancecarolstream.com/","Sinatra & Company","PMR Companies","C+","C+","1972",293,258719,"Stabilized","Chicago-Naperville-Elgin, IL-IN-WI","North DuPage County","8/4/2020","2017-10-30",NULL,"05-04-204-010",2
"2620","Club at Springlake","5201 Springlake Pkwy, Haltom City, TX 76117","5201 Springlake","Haltom","TX","76117","http://avpmcorp.com/listing/club-at-springlake/","AV Properties","AV Properties","C+","B-","1985",200,146400,"Stabilized","Fort Worth-Arlington, TX","Haltom City/Meacham","8/6/2020","2006-11-29",NULL,"05842646",3
"2621","Oaks of Nassau Bay","18100 Nassau Bay Dr, Houston, TX 77058","18100 Nassau Bay","Houston","TX","77058",NULL,"Gates Co.","Gates Co.","","","1967",162,167184,"Rehab","Houston-The Woodlands-Sugar Land, TX","Clear Lake","8/6/2020","2018-08-23",NULL,"040-211-001-0044",2
"2622","Oaks at Greenview","794 Normandy St, Houston, TX 77015","794 Normandy","Houston","TX","77015","https://www.oaksatgreenviewapts.com/","White Oak Partners","Alliance Residential Company","A-","A-","1986",300,225900,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Northeast Houston","8/5/2020","2004-03-10",NULL,"040-267-002-0087",3
"2623","Copper Cove","12903 Brant Rock Dr, Houston, TX 77082","12903 Brant Rock","Houston","TX","77082","https://www.coppercoveapts.com/","Integrity Asset Management","Integrity Asset Management","B-","C+","1983",270,204390,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Far West Houston","8/3/2020",NULL,NULL,"",3
"2624","Copperfield","2400 NW 30th St, Oklahoma City, OK 73112","2400 30th","Oklahoma","OK","73112","http://www.copperfieldapartmentsoklahomacity.com/","Case & Associates","Case & Associates","B+","A-","1983",262,187068,"Stabilized","Oklahoma City, OK","West Oklahoma City","8/18/2020",NULL,NULL,"107570235",3
"2625","Royal Palms","16100 Henderson Pass, San Antonio, TX 78232","16100 Henderson","San","TX","78232","https://www.alapts.com/apartments/tx/san-antonio/royal-palms/","Starwood Capital Group","Highmark Residential","A-","A","1985",244,180804,"Stabilized","San Antonio-New Braunfels, TX","North Central San Antonio","8/6/2020","2019-12-17",NULL,"17294-018-0010",2
"2626","Sapphire","8727 Fredericksburg Rd, San Antonio, TX 78240","8727 Fredericksburg","San","TX","78240","https://www.sapphiresanantonio.com/","Starwood Capital Group","Trace Properties","B-","B","1981",272,213248,"Stabilized","San Antonio-New Braunfels, TX","Medical Center","8/7/2020",NULL,NULL,"16350-002-0090",2
"2627","The Azul Apartments","10928 Audelia Rd, Dallas, TX 75243","10928 Audelia","Dallas","TX","75243","https://theazulapartments.com/","Privately Owned","City Gate Property Group","C+","B-","1984",362,255210,"Stabilized","Dallas-Plano-Irving, TX","Northeast Dallas","8/3/2020","2019-11-06",NULL,"00-80670-A00-03C-0000",3
"2628","Beacon at 601","601 S Alma School Rd, Mesa, AZ 85210","601 Alma School","Mesa","AZ","85210","https://www.aspensquare.com/apartments/arizona/mesa/beacon-at-601?utm_knock=g","Aspen Square Management","Aspen Square Management","A-","A","1984",276,183540,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Southwest Mesa","8/3/2020","2015-05-29",NULL,"134-13-001-J",3
"2629","The Wilde at Eagle Creek","6612 Eagle Pointe Dr N, Indianapolis, IN 46254","6612 Eagle Pointe","Indianapolis","IN","46254","https://www.thewyldeapts.com/","Sundance Bay","Barrett & Stokely","B","A-","1988",256,201984,"Stabilized","Indianapolis-Carmel-Anderson, IN","Eagle Creek","8/18/2020","2017-07-11",NULL,"49-05-14-134-002.000-600",3
"263","The Greens at Alvamar","3700 Clinton Parkway, Lawrence, KS 66047","3700 Clinton","Lawrence","KS","66047","http://www.greenslawrence.com/","Prism Realty Management","Prism Realty Management","A-","A-","1989",152,125856,"Stabilized","Lawrence, KS","West Lawrence","8/5/2020",NULL,NULL,"",2
"2630","Felicita Creek","301 W Vermont Ave, Escondido, CA 92025","301 Vermont","Escondido","CA","92025","http://www.elanfelicitacreek.com/","Property West Residential","Property West Residential","B-","B+","1987",136,108120,"Stabilized","San Diego-Carlsbad, CA","Escondido","8/3/2020","2000-02-29",NULL,"236-311-12-00",2
"2631","Fielder`s Glen","3601 S Fielder Rd, Arlington, TX 76015","3601 Fielder","Arlington","TX","76015","https://www.fieldersglenapthomes.com/","Centra Partners","Centra Asset Partners","B","B+","1985",220,165660,"Stabilized","Fort Worth-Arlington, TX","Central Arlington","8/6/2020","2003-05-05",NULL,"05649331",2
"2632","Fountaingate","5210 Tower Dr, Wichita Falls, TX 76310","5210 Tower","Wichita","TX","76310","http://www.livingatfountaingate.com/","RREAF Holdings","Place 10 Residential Inc","C+","","1980",260,232700,"Stabilized","Wichita Falls, TX","","8/3/2020",NULL,NULL,"142176",2
"2633","Foxboro","10411 South Dr, Houston, TX 77099","10411 South","Houston","TX","77099","https://www.foxboro-apts.com/","C-III Capital Partners","GPI Real Estate Management","B","B+","1982",220,162800,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Alief","8/5/2020","2016-12-19",NULL,"114-374-001-0001",3
"2634","Garden Place","1360 W Isabella Ave, Mesa, AZ 85202","1360 Isabella","Mesa","AZ","85202","http://www.gardenplaceapartments.com/","Ctvrtlik & Ctvrtlik","AMC LLC","C+","C+","1979",286,231088,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","Southwest Mesa","8/5/2020","2012-06-26",NULL,"134-26-409-C",2
"2636","Vantage Point","10700 Woodmeadow Pkwy, Dallas, TX 75228","10700 Woodmeadow","Dallas","TX","75228","http://vantagepointdallas.com/","Knightvest Capital","Knightvest Capital","B","B+","1983",364,262808,"Stabilized","Dallas-Plano-Irving, TX","Far East Dallas","8/18/2020","2019-02-06",NULL,"00-85790-M00-004-0000",3
"2637","Dwell at Clear Lake","4101 Nasa Pkwy, Seabrook, TX 77586","4101 Nasa","Seabrook","TX","77586","http://www.dwellclearlake.com/","Wingate Companies","Sandalwood Management Inc","B","B+","1968",198,178794,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Clear Lake","8/3/2020","2013-06-27",NULL,"041-008-008-0021",3
"2638","Hillside Creek","1730 E Oltorf St, Austin, TX 78741","1730 Oltorf","Austin","TX","78741","https://www.liveathillsidecreek.com/","CONTI Real Estate Investments","Spectrum Realty Group","B","B","1982",268,201804,"Stabilized","Austin-Round Rock, TX","Riverside","8/6/2020",NULL,NULL,"285948",3
"2639","Harpers Mill","16160 Kieth Harrow Blvd, Houston, TX 77084","16160 Kieth Harrow","Houston","TX","77084","https://www.harpersmillapts.com/","Interurban Companies","Oak Leaf Management","B-","C","1981",180,143280,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Bear Creek","8/7/2020","2006-12-27",NULL,"047-211-000-0043",2
"264","Legacy at Fox Valley","3750 E New York St, Aurora, IL 60504","3750 New York","Aurora","IL","60504","http://www.legacyatfoxvalleyapts.com/","White Oak Partners","Village Green Companies","B-","B+","1998",272,269008,"Stabilized","Chicago-Naperville-Elgin, IL-IN-WI","Aurora","8/18/2020","2017-08-17",NULL,"07-21-106-004",3
"2640","Hidden Lake","900 Henderson Ave, Houston, TX 77058","900 Henderson","Houston","TX","77058","http://www.hiddenlake-apts.com/","Starwood Capital Group","Highmark Residential","A-","B+","1986",440,318560,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Clear Lake","8/3/2020","2017-04-28",NULL,"117-855-000-0001",3
"2641","Canyon Grove Apartments","1960 W Tarrant Rd, Grand Prairie, TX 75050","1960 Tarrant","Grand","TX","75050","http://www.liveatcanyongrove.com/","CAF Management","CAF Management","A-","B+","1984",310,204290,"Stabilized","Dallas-Plano-Irving, TX","Grand Prairie","8/4/2020","2018-09-13",NULL,"28-08451-001-001-0000",3
"2642","Hilltop","6424 Iron Horse Blvd, North Richland Hills, TX 76180","6424 Iron Horse","North","TX","76180","http://www.hilltopapartmentsnorthrichlandhills.com/","C-III Capital Partners","Lincoln Property Company","B","B","1984",238,179214,"Stabilized","Fort Worth-Arlington, TX","Northeast Fort Worth/North Richland Hills","8/6/2020","2013-01-15",NULL,"04986776",2
"2643","The Hudson at Westchase","3131 Hayes Rd, Houston, TX 77082","3131 Hayes","Houston","TX","77082","https://www.hudsonandcrosby.com/","FPA Multifamily LLC","Trinity Property Consultants","B-","C","1981",312,250536,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Far West Houston","8/10/2020","2009-07-30",NULL,"114-411-005-0002",2
"2644","Hunter`s Ridge","9211 N Council Rd, Oklahoma City, OK 73132","9211 Council","Oklahoma","OK","73132","http://www.huntersridgeapartmentsoklahomacity.com/","Case & Associates","Case & Associates","B+","B","1984",212,155608,"Stabilized","Oklahoma City, OK","Northwest Oklahoma City","8/18/2020",NULL,NULL,"140544010",3
"2645","Moncler Huntington","3333 Monument Rd, Jacksonville, FL 32225","3333 Monument","Jacksonville","FL","32225","http://www.monclerhuntingtonathiddenhills.com/","Moncler Capital Partners","Michaelson Group LLC","B","A-","1986",230,186070,"Stabilized","Jacksonville, FL","Arlington","8/3/2020","2013-08-13",NULL,"161135-0500",2
"2646","James Pointe","632 E Winchester St, Murray, UT 84107","632 Winchester","Murray","UT","84107","http://www.jamespointeapartments.com/","Starwood Capital Group","Highmark Residential","B-","B-","1985",312,236808,"Stabilized","Salt Lake City/Ogden/Clearfield, UT","South Salt Lake/Murray","8/6/2020","2005-03-19",NULL,"22-19-426-002-0000",3
"2647","Country Club","1901 Pinehurst Ln, Mesquite, TX 75150","1901 Pinehurst","Mesquite","TX","75150","http://www.countryclubmesquite.com/","WESCO PROPERTIES","Apartment Services Inc","B-","B","1985",273,223587,"Stabilized","Dallas-Plano-Irving, TX","Mesquite","8/4/2020","2012-02-02",NULL,"38-11200-001-051-0000",3
"2648","Parc at South Green","12510 S Green Dr, Houston, TX 77034","12510 Green","Houston","TX","77034","http://www.parcatsouthgreenapts.com/","Nimes Capital","Asset Plus Management","A","A+","1985",431,326698,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Pasadena/Southeast Houston","8/5/2020","2017-09-27",NULL,"115-248-001-0009",3
"2649","Live Oak","851 Threadneedle St, Houston, TX 77079","851 Threadneedle","Houston","TX","77079","http://www.liveoakapts.net/","Foxtail Properties","Summar Realty","B","C+","1978",162,121500,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Memorial","8/5/2020","2013-06-13",NULL,"105-778-000-0001",2
"265","Keystone at Castle Hills I","4600 N Josey Ln, Carrollton, TX 75010","4600 Josey","Carrollton","TX","75010","https://bhmanagement.com/communities/keystone-at-castle-hills-apartments/","GE Capital","BH Management","B+","B","1988",226,180800,"Stabilized","Dallas-Plano-Irving, TX","The Colony/Far North Carrollton","8/18/2020",NULL,NULL,"R156085",2
"2650","Meadow Glen","4201 W Union Hills Dr, Glendale, AZ 85308","4201 Union Hills","Glendale","AZ","85308","http://www.rentmeadowglen.com/","Starwood Capital Group","Highmark Residential","B-","B-","1987",290,242150,"Stabilized","Phoenix-Mesa-Scottsdale, AZ","North Glendale","8/5/2020","1996-11-18",NULL,"207-21-002-F",3
"2652","Timber Canyon","16339 Stuebner Airline Rd, Spring, TX 77379","16339 Stuebner Airline","Spring","TX","77379","https://www.liveattimbercanyon.com/Amenities.aspx","Western Wealth Capital","CAF Management","B-","C+","1982",174,149640,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Spring/Tomball","8/7/2020","2018-09-13",NULL,"044-042-000-0240",2
"2653","River Park","14100 Montfort Dr, Dallas, TX 75254","14100 Montfort","Dallas","TX","75254","http://www.liveatriverpark.com/","Devonshire Real Estate & Asset Management","Devonshire Real Estate & Asset Management","B-","C+","1979",276,215556,"Stabilized","Dallas-Plano-Irving, TX","Addison/Bent Tree","8/4/2020","2018-04-11",NULL,"00-00066-297-100-0000",3
"2654","Monticello on Cranbrook","13913 Ella Blvd, Houston, TX 77014","13913 Ella","Houston","TX","77014",NULL,"Excel Property Management Inc","Texas Excel Property Management Services Corp","C+","B+","1983",195,172575,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Champions East","8/4/2020","2012-05-11",NULL,"041-115-000-0192",2
"2656","Newport","3466 N Belt Line Rd, Irving, TX 75062","3466 Belt Line","Irving","TX","75062","http://www.newportirvingapts.com/","Casoro Group","Clear Property Management","B-","B-","1982",308,238700,"Stabilized","Dallas-Plano-Irving, TX","South Irving","8/4/2020","2015-09-26",NULL,"32-32760-001-001-0000",3
"2657","Cypress Parc","18001 Cypress Trace Rd, Houston, TX 77090","18001 Cypress Trace","Houston","TX","77090","http://www.cypressparcapts.com/pets/","Keusder Homes","Capstone Management Services","C-","C","1978",200,233400,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Champions East","8/5/2020","2014-08-20",NULL,"042-185-000-0220",2
"2659","Oak Ramble","14627 Grenadine Dr, Tampa, FL 33613","14627 Grenadine","Tampa","FL","33613","https://www.oakrambletampa.com/","Starwood Capital Group","Highmark Residential","B-","A-","1985",256,229376,"Stabilized","Tampa-St. Petersburg-Clearwater, FL","University","8/4/2020","1999-05-20",NULL,"034787-0100",2
"266","Keystone at Castle Hills III","4600 N Josey Ln, Carrollton, TX 75010","4600 Josey","Carrollton","TX","75010","https://bhmanagement.com/communities/tx/carrollton/autumn-chase-apartments-1284/","GE Capital","BH Management","B","B","1998",240,223920,"Stabilized","Dallas-Plano-Irving, TX","The Colony/Far North Carrollton","8/18/2020","2016-09-30",NULL,"R156085",2
"2660","Grove At Northwest Hills","3517 N Hills Dr, Austin, TX 78731","3517 Hills","Austin","TX","78731","https://respropmanagement.com/properties/grove-at-northwest-hills//","Avesta","Residential Property Management, Inc.","B+","B-","1978",253,174064,"Stabilized","Austin-Round Rock, TX","Near North Austin","8/3/2020","2018-03-29",NULL,"131191",3
"2661","One Camden Court","12411 Antoine Dr, Houston, TX 77067","12411 Antoine","Houston","TX","77067",NULL,"ESU Investments","ESU Investments","C+","C+","1982",136,104992,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Champions East","8/6/2020","2006-12-27",NULL,"114-788-000-0007",2
"2662","The 910 Apartments","910 Cypress Station Dr, Houston, TX 77090","910 Cypress Station","Houston","TX","77090","https://www.portofinolandingapartments.com/","BNC Equities","Centra Partners","","","1979",464,358208,"Rehab","Houston-The Woodlands-Sugar Land, TX","Champions East","8/5/2020","2019-06-28",NULL,"108-231-000-0012",3
"2663","Serena Woods","2800 Hirschfield Rd, Spring, TX 77373","2800 Hirschfield","Spring","TX","77373","https://www.villaserenacommunities.com/one-westfield-lake/","Villa Serena Communities","Austin Management Group","C-","D","1984",246,269370,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Spring/Tomball","8/4/2020","2015-12-17",NULL,"043-209-005-0184",2
"2665","Abbey at Willow Brook","8330 Willow Pl Dr S, Houston, TX 77070","8330 Willow Pl","Houston","TX","77070","https://www.abbeyresidential.com/apartments/tx/houston/willow-place/","Abbey Residential","Abbey Residential","B+","B-","1982",136,96288,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Champions West","8/5/2020",NULL,NULL,"",2
"2666","Park Bonita","3511 Valley Rd, Bonita, CA 91902","3511 Valley","Bonita","CA","91902","https://www.liveatparkbonita.com/","GW Williams Co","ConAm Management Corporation","A-","A+","1984",184,154192,"Stabilized","San Diego-Carlsbad, CA","Chula Vista/Imperial Beach","8/4/2020","2000-02-29",NULL,"591-370-19-00",2
"2667","Abbey at Conroe","231 Interstate 45 N, Conroe, TX 77304","231 Interstate 45","Conroe","TX","77304","http://www.abbeyconroe.com/","Abbey Residential","Abbey Residential","B-","C","1980",468,365976,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Conroe/Montgomery County","8/4/2020","2013-10-15",NULL,"0289-01-00110",2
"2668","Pinnacle","146 Valley View Dr, Lewisville, TX 75067","146 Valley View","Lewisville","TX","75067","http://www.thepinnacleapartments.com/","C-III Capital Partners","Lincoln Property Company","B","B","1986",150,120000,"Stabilized","Dallas-Plano-Irving, TX","Lewisville/Flower Mound","8/5/2020","2013-08-01",NULL,"R86500",2
"2669","Hillside Villas","2207 Wickersham Ln, Austin, TX 78741","2207 Wickersham","Austin","TX","78741","http://www.liveathillsidevillas.com/","Shippy Multifamily Group","Shippy Multifamily Group","B+","B+","1985",249,199449,"Stabilized","Austin-Round Rock, TX","Riverside","8/4/2020","2014-08-27",NULL,"287933",3
"267","Keystone at Castle Hills II","4600 N Josey Ln, Carrollton, TX 75010","4600 Josey","Carrollton","TX","75010","https://bhmanagement.com/communities/keystone-at-castle-hills-apartments/","GE Capital","BH Management","B","C+","1996",224,193312,"Stabilized","Dallas-Plano-Irving, TX","The Colony/Far North Carrollton","8/18/2020","2016-09-30",NULL,"R156085",2
"2670","Polo Club","8519 Cahill Dr, Austin, TX 78729","8519 Cahill","Austin","TX","78729","http://www.poloclubliving.com/","Investors Capital Group","Avenue5 Residential","B","B-","1986",304,203680,"Stabilized","Austin-Round Rock, TX","Northwest Austin","8/18/2020","2014-09-26",NULL,"R321689",3
"2671","Pecan Square Village I","14531 Ella Blvd, Houston, TX 77014","14531 Ella","Houston","TX","77014","https://www.bncequities.com/pecan-square.html","Kalkan Real Estate Investment","","B+","B+","1981",228,161424,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Champions East","8/11/2020","2020-03-31",NULL,"041-115-000-0618",2
"2672","Pecan Square Village II","14531 Ella Blvd, Houston, TX 77014","14531 Ella","Houston","TX","77014","https://txexcelpropertymgmt.com/details/?ID=30","Kalkan Real Estate Investment","","B","B+","1982",292,215204,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Champions East","8/11/2020","2020-03-31",NULL,"041-115-000-0618",2
"2673","Post Oak Place","13950 Trinity Blvd, Euless, TX 76040","13950 Trinity","Euless","TX","76040","http://www.postoakplaceapts.com/","InterCapital","Dayrise Residential LLC","B","B","1983",354,253818,"Stabilized","Fort Worth-Arlington, TX","Hurst/Euless/Bedford","8/5/2020","2016-02-16",NULL,"06254853",3
"2674","Preston Greens","5990 Arapaho Rd, Dallas, TX 75248","5990 Arapaho","Dallas","TX","75248","http://www.prestongreensapts.com/","Starwood Capital Group","Highmark Residential","C","C","1979",256,246784,"Stabilized","Dallas-Plano-Irving, TX","Addison/Bent Tree","8/17/2020",NULL,NULL,"00-00079-989-800-0000",2
"2677","Reflections At Highpoint","9010 Markville Dr, Dallas, TX 75243","9010 Markville","Dallas","TX","75243","http://www.reflectionsathighpointapts.com/","OpenPath Investments","UV Residential","B-","B","1986",373,283480,"Stabilized","Dallas-Plano-Irving, TX","Northeast Dallas","8/3/2020","2016-07-19",NULL,"00-84090-B00-002-0000",3
"2678","Hillcreste at Thousand Oaks","1570 Thousand Oaks, San Antonio, TX 78232","1570 Thousand Oaks,","San","TX","78232","https://www.rpmliving.com/apartments/hillcreste-at-thousand-oaks/","37th Parallel Properties","Roscoe Property Management","B+","B+","1986",158,111706,"Stabilized","San Antonio-New Braunfels, TX","North Central San Antonio","8/18/2020","2017-09-27",NULL,"16158-001-0040",3
"2679","The Coast at Ponte Vedra Lakes","611 Ponte Vedra Lakes Blvd, Ponte Vedra Beach, FL 32082","611 Ponte Vedra Lakes","Ponte","FL","32082","http://www.thecoastapts.com/","CF Real Estate Services","CF Real Estate Services","A-","B-","1986",344,306848,"Stabilized","Jacksonville, FL","Jacksonville Beaches","8/7/2020","2014-10-24",NULL,"051080-0010",2
"268","Heights of Kennesaw","1950 Barrett Lakes Blvd NW, Kennesaw, GA 30144","1950 Barrett Lakes","Kennesaw","GA","30144","http://www.heightsofkennesaw.com/","Clark Ventures","BH Management","B+","A-","1997",446,462502,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Kennesaw/Acworth","8/18/2020","2001-11-15",NULL,"16-0722-0-001-0",4
"2680","Laurel Heights at City View","5701 Overton Ridge Blvd, Fort Worth, TX 76132","5701 Overton Ridge","Fort","TX","76132","https://www.alapts.com/apartments/tx/fort-worth/laurel-heights-at-cityview/","American Landmark Apartments","American Landmark Apartments","A-","A+","1986",440,338800,"Stabilized","Fort Worth-Arlington, TX","Southwest Fort Worth","8/3/2020","2019-06-28",NULL,"05828686",3
"2681","Richmond Green","9940 Richmond Ave, Houston, TX 77042","9940 Richmond","Houston","TX","77042","https://www.alapts.com/apartments/tx/houston/finley-west/","Starwood Capital Group","Highmark Residential","B-","B+","1980",224,214592,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Westchase","8/5/2020","2007-01-16",NULL,"109-705-000-0001",2
"2682","Vine","711 Trinity Cir, Arlington, TX 76006","711 Trinity","Arlington","TX","76006","https://www.vineapartmentsarlington.com/Amenities.aspx","Knightvest Capital","Knightvest Residential","B","B+","1980",420,337260,"Stabilized","Fort Worth-Arlington, TX","North Arlington","8/18/2020","2015-12-18",NULL,"04761642",3
"2683","Riverwalk","291 Scarborough Dr, Conroe, TX 77304","291 Scarborough","Conroe","TX","77304","https://www.riverwalkaptsconroe.com/","Privately Owned","Centra Partners","B","C+","1984",184,140576,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Conroe/Montgomery County","8/5/2020",NULL,NULL,"8345-00-24920",3
"2685","Compass Apartments","3595 Misty Oak Dr, Melbourne, FL 32901","3595 Misty Oak","Melbourne","FL","32901","https://www.alapts.com/apartments/fl/melbourne/compass/","American Landmark Apartments","American Landmark Apartments","A+","A","1986",210,152880,"Stabilized","Palm Bay-Melbourne-Titusville, FL","Melbourne","8/4/2020","2019-12-03",NULL,"28-37-16-00-00007.0-0000.00",2
"2686","The Paramont","4201 Pleasant Lake Village, Duluth, GA 30096","4201 Pleasant Lake","Duluth","GA","30096","http://www.paramontapts.com/","Palatine Capital Partners","Horizon Realty Management","B-","C+","1985",266,223440,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","Duluth","8/7/2020","2018-05-02",NULL,"R6231-002A",2
"2687","Settler`s Cove","4045 Treadway Rd, Beaumont, TX 77706","4045 Treadway","Beaumont","TX","77706","https://www.grassanoproperties.com/newpage","Grassano","Grassano","B","B","1982",182,133588,"Stabilized","Beaumont-Port Arthur, TX","Beaumont","8/4/2020","2012-08-14",NULL,"264423-000-005300-00000-4",2
"2688","Shadow Creek","6715 Buenos Aires Dr, North Richland Hills, TX 76180","6715 Buenos Aires","North","TX","76180","http://www.theshadowcreekapts.com/","C-III Capital Partners","Lincoln Property Company","B+","B","1986",239,182835,"Stabilized","Fort Worth-Arlington, TX","Northeast Fort Worth/North Richland Hills","8/3/2020","2013-08-01",NULL,"04987144",2
"2689","Park at Stone Creek","9200 N Plaza, Austin, TX 78753","9200 Plaza,","Austin","TX","78753","http://www.theparkatstonecreek.com/","Turner Impact Capital","Turner Impact Capital","C+","C+","1983",420,340200,"Stabilized","Austin-Round Rock, TX","North Central Austin","8/5/2020","2016-02-29",NULL,"243464",2
"269","The Ladera I","3901 Accent Dr, Dallas, TX 75287","3901 Accent","Dallas","TX","75287","http://willmax.net/ladera","WillMax Capital Management Inc","WillMax Capital Management Inc","B-","B","1996",300,282900,"Stabilized","Dallas-Plano-Irving, TX","Far North Dallas","8/5/2020",NULL,NULL,"",3
"2690","The Lex","9701 W Ferris Branch Blvd, Dallas, TX 75243","9701 Ferris Branch","Dallas","TX","75243","http://thelexdallas.com/","GVA Property Management","GVA Property Management","B","B","1984",144,118800,"Stabilized","Dallas-Plano-Irving, TX","Northeast Dallas","8/3/2020","2019-07-09",NULL,"00-80980-B00-001-0000",2
"2691","Shannon Chase","5300 Hwy 138, Union City, GA 30291","5300 138,","Union","GA","30291","https://www.southwoodrealty.com/community/shannon-chase-apartment-homes/","Southwood Realty","Southwood Realty","C+","B-","1987",156,163332,"Stabilized","Atlanta-Sandy Springs-Roswell, GA","South Fulton County","8/5/2020","2015-01-23",NULL,"09F-1602-0065-067",3
"2692","Silverado","1335 Silverado Dr, Houston, TX 77077","1335 Silverado","Houston","TX","77077","https://www.silveradohouston.com/","Starwood Capital Group","Highmark Residential","B+","B","1979",344,249056,"Stabilized","Houston-The Woodlands-Sugar Land, TX","Far West Houston","8/6/2020",NULL,NULL,"118-483-000-0001",2
"2693","Silverado","5741 Osuna Rd NE, Albuquerque, NM 87109","5741 Osuna","Albuquerque","NM","87109","http://www.silverado-apartments.com/","Clear Sky Capital","Shelton Residential","B","B","1985",256,183552,"Stabilized","Albuquerque, NM","North Valley","8/3/2020","2015-01-13",NULL,"1-018-062-064026-3-01-06",3
"2694","Springfield","2305 Driftwood Dr, Mesquite, TX 75150","2305 Driftwood","Mesquite","TX","75150","https://www.livespringfieldapts.com/","The Milestone Group","Highmark Residential","B","B+","1984",264,193248,"Stabilized","Dallas-Plano-Irving, TX","Mesquite","8/3/2020",NULL,NULL,"38-21600-00A-03A-0000",3
